Address,Company DUNS#,Corporate Name,Employees On Site,Latitude,Longitude,NAICS1,NAICS1Name,NAICS2,NAICS2Name,Point of Contact,Public/Private,SIC1,SIC1Name,SIC2,SIC2Name,Sales Volume,Telephone,Title,Total Employees,Tradestyle Name,Year Started
"200 E 700 S, Clearfield UT 84015",00-681-3042,Sahco America  Inc,60,41.101658,-112.022121,238390,Other Building Finishing Contractors,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",Restricted,Private,17619903,"Sheet metal work, nec",17110000,"Plumbing, heating, air-conditioning","$18,055,545",Restricted,Restricted,200,Surperior Engineering,1948
"7736 E Springfield Ave, Selma CA 93662",00-912-0783,Fresno Valves & Castings  Inc,200,36.5990696,-119.6509588,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,332919,Other Metal Valve and Pipe Fitting Manufacturing ,Restricted,Private,33669901,"Brass foundry, nec",34940100,Pipe fittings,"$56,382,453",Restricted,Restricted,265,,1952
"800 E Orangethorpe Ave, Anaheim CA 92801",96-586-5660,Source Rfrgn & Hvac Inc,250,33.8588512,-117.9107115,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",238210,Electrical Contractors and Other Wiring Installation Contractors,Restricted,Private,17119901,Refrigeration contractor,17310000,Electrical work,"$394,542,188",Restricted,Restricted,"1,100",,1995
"21218 76th Ave S, Kent WA 98032",61-830-9723,Blue Origin  LLC,100,47.4102727,-122.2371822,336414,Guided Missile and Space Vehicle Manufacturing ,,,Restricted,Private,37619905,"Space vehicles, complete",,,"$42,801,005",Restricted,Restricted,100,,2000
"8001 Aerial Center Pkwy # 100, Morrisville NC 27560",00-794-0091,Alliance One International Inc,153,,,424590,Other Farm Product Raw Material Merchant Wholesalers ,,,Restricted,Public,51590600,Tobacco distributors and products,,,"$1,845,966,000",Restricted,Restricted,"3,450",,1910
"9 W 57th St Ste 4200, New York NY 10019",80-625-6132,KKR & Co LP,77,40.763765,-73.9750139,523930,Investment Advice ,523910,Miscellaneous Intermediation ,Restricted,Public,62829902,Investment advisory service,67999904,Venture capital companies,"$3,282,265,000",Restricted,Restricted,"1,184",KKR,1976
"20 6th Ave, Greenville PA 16125",83-153-3906,Hempfld Twnshp Vol Fire Dpt,18,41.4123406,-80.3669215,922160,Fire Protection ,,,Restricted,Private,92249902,"Fire department, volunteer",,,$0,Restricted,Restricted,25,,1950
"1 Riverfront Plz, Corning NY 14831",07-368-3773,Corning International Corp,7,42.1454133,-77.0558167,327212,Other Pressed and Blown Glass and Glassware Manufacturing ,451120,"Hobby, Toy, and Game Stores ",Restricted,Public,32290000,"Pressed and blown glass, nec",59450102,Ceramics supplies,"$626,582,206",Restricted,Restricted,"3,500",Corning,1966
"153 Old Ragland Rd, Madison Heights VA 24572",04-996-2384,Cse  Inc,160,37.42208,-79.119239,238190,"Other Foundation, Structure, and Building Exterior Contractors ",238990,All Other Specialty Trade Contractors,Restricted,Private,17919902,"Concrete reinforcement, placing of",17990400,Rigging and scaffolding,"$48,898,052",Restricted,Restricted,220,Commercial Steel Erection,1970
"9655 Reading Rd, Cincinnati OH 45215",05-307-5149,Emcor Facilities Services Inc,100,39.237142,-84.4327859,561210,Facilities Support Services,,,Restricted,Public,87440000,Facilities support services,,,"$307,482,486",Restricted,Restricted,800,Viox Services,1946
"19018 Ne Portal Way, Portland OR 97230",08-532-9803,Pomegranate Communications Inc,42,45.5503934,-122.4693096,323117,Books Printing ,511130,Book Publishers ,Restricted,Private,27320000,Book printing,27310000,Book publishing,"$6,481,704",Restricted,Restricted,45,Pomegranate,1960
"747 E Roosevelt Rd, Lombard IL 60148",00-552-5035,Century Supply Co,142,41.8601645,-87.9989232,442210,Floor Covering Stores ,423220,Home Furnishing Merchant Wholesalers ,Restricted,Private,57139902,Floor tile,50230403,Resilient floor coverings: tile or sheet,"$64,892,152",Restricted,Restricted,260,Century Tile & Carpet,1947
"101 E Blount Ave Ste 100, Knoxville TN 37920",61-487-4972,Regal Cinemas  Inc,12,35.956307,-83.914075,512131,Motion Picture Theaters (except Drive-Ins) ,,,Restricted,Private,78320000,"Motion picture theaters, except drive-in",,,"$942,051,748",Restricted,Restricted,"16,719",Regal Entertainment,1990
"3100 Hansen Way, Palo Alto CA 94304",00-912-0817,Varian Medical Systems  Inc,"1,710",37.4170321,-122.1428778,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,334517,Irradiation Apparatus Manufacturing ,Restricted,Public,38450000,Electromedical equipment,38449910,Therapeutic X-ray apparatus and tubes,"$2,668,200,000",Restricted,Restricted,"6,600",,1948
"217 Linden St, Columbia PA 17512",00-300-2631,Colonial Metals Co,105,40.0366545,-76.5091015,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",423930,Recyclable Material Merchant Wholesalers ,Restricted,Private,33410000,Secondary nonferrous metals,50930202,Nonferrous metals scrap,"$38,189,943",Restricted,Restricted,105,,1946
"29005 John J Williams Hwy, Millsboro DE 19966",01-250-1922,Mountaire Farms Delaware  Inc,15,38.6006533,-75.2595078,311615,Poultry Processing ,,,Restricted,Private,20150000,Poultry slaughtering and processing,,,"$389,036,262",Restricted,Restricted,"1,699",Mountaire Farms,2000
"30 Willis Mtn Plant Ln, Dillwyn VA 23936",00-794-0117,Kyanite Mining Corporation,120,37.4774955,-78.4603503,212325,Clay and Ceramic and Refractory Minerals Mining ,,,Restricted,Private,14590203,Kyanite mining,,,"$117,724,256",Restricted,Restricted,300,Buffalo Wood Products Div,1928
"21 W 46th St FL 14, New York NY 10036",06-091-0739,American Minerals Inc,13,40.7567193,-73.9800186,212322,Industrial Sand Mining ,,,Restricted,Private,14469909,Silica mining,,,"$35,632,978",Restricted,Restricted,250,Prince Minerals,1963
"1360 Beverly Rd Ste 103, Mc Lean VA 22101",62-281-7898,Washington Productions Inc,4,38.9365621,-77.1786664,611430,Professional and Management Development Training ,,,Restricted,Private,87420205,Programmed instruction service,,,"$478,655",Restricted,Restricted,4,Washington Speaker Bur Video,1989
"3855 Regent Blvd, Jacksonville FL 32224",06-472-1194,Pilot Corporation of America,82,30.278237,-81.505715,424120,Stationery and Office Supplies Merchant Wholesalers ,339940,Office Supplies (except Paper) Manufacturing,Restricted,Private,51120100,Writing instruments and supplies,39510000,Pens and mechanical pencils,"$160,328,868",Restricted,Restricted,250,Pilot Pen,1972
"7506 State Route 5, Clinton NY 13323",15-724-5374,Innovative Services Inc,110,43.0789654,-75.390926,532283,Home Health Equipment Rental ,446199,All Other Health and Personal Care Stores ,Restricted,Private,73520000,Medical equipment rental,59990900,Medical apparatus and supplies,"$27,396,654",Restricted,Restricted,110,Upstate Home Care,1984
"2600 N Central Expy # 400, Richardson TX 75080",80-936-8954,Safety-Kleen Envirosystems Co,300,,,562920,Materials Recovery Facilities ,,,Restricted,Public,49539905,"Recycling, waste materials",,,"$382,977,218",Restricted,Restricted,"1,000",Safety-Kleen,1981
"450 W 15th St Ste 800, New York NY 10011",79-203-4097,Milk Studios  LLC,53,40.742267,-74.007199,541921,"Photography Studios, Portrait ",,,Restricted,Private,72210000,"Photographic studios, portrait",,,"$8,045,589",Restricted,Restricted,53,,1998
"701 Millennium Blvd, Greenville SC 29607",80-453-8817,Hubbell Lighting  Inc,500,34.817149,-82.319924,335129,Other Lighting Equipment Manufacturing ,,,Restricted,Public,36480000,"Lighting equipment, nec",,,"$531,441,000",Restricted,Restricted,"1,215",Hubbell Global Operations,1985
"20 Chevron Rd Unit 201, Monroe NY 10950",07-948-0019,Glatt Organics LLC,6,41.3524609,-74.1722788,112320,Broilers and Other Meat Type Chicken Production ,424490,Other Grocery and Related Products Merchant Wholesalers ,Restricted,Private,02510000,"Broiler, fryer, and roaster chickens",51490603,Natural and organic foods,"$1,062,516",Restricted,Restricted,19,,2014
"5909 E 38th Ave, Denver CO 80207",92-878-0949,Mkbs LLC,40,39.7698662,-104.9194936,485310,Taxi Service ,485320,Limousine Service,Restricted,Private,41210000,Taxicabs,41190103,"Limousine rental, with driver","$10,064,140",Restricted,Restricted,100,Metro Taxi,1995
"253 Vineland Ave, City of Industry CA 91746",15-595-7355,Maxim Lighting Intl Inc,250,34.0506433,-117.9922443,335121,Residential Electric Lighting Fixture Manufacturing ,,,Restricted,Private,36450000,Residential lighting fixtures,,,"$75,000,000",Restricted,Restricted,250,Maxim Lighting,1999
"1600 McConnor Pkwy FL 1, Schaumburg IL 60173",04-089-2510,Catamaran Corporation,148,42.0575378,-88.0412579,541612,Human Resources Consulting Services ,,,Restricted,Public,87420201,Compensation and benefits planning consultant,,,"$21,581,890,000",Restricted,Restricted,"4,500",Optum Rx,1993
"1301 Concord Ter, Sunrise FL 33323",79-149-7431,Mednax  Inc,102,26.1339066,-80.3423209,621111,Offices of Physicians (except Mental Health Specialists) ,,,Restricted,Public,80110500,"Specialized medical practitioners, except internal",,,"$3,458,312,000",Restricted,Restricted,"15,900",,1979
"1631 Bently Pkwy S, Minden NV 89423",16-368-5600,Bently Nevada  LLC,800,38.9583925,-119.7248677,334519,Other Measuring and Controlling Device Manufacturing ,,,Restricted,Public,38290000,"Measuring and controlling devices, nec",,,"$256,841,270",Restricted,Restricted,900,GE Energy,2001
"1720 Robert C Jackson Dr, Maryville TN 37801",60-226-2990,Denso Manufacturing Tenn Inc,50,35.7622313,-84.0056508,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Restricted,Private,36940101,"Alternators, automotive",37140400,Motor vehicle electrical equipment,"$775,846,143",Restricted,Restricted,"2,393",,1988
"2801 80th St, Kenosha WI 53143",80-609-5217,Idsc Holdings LLC,"4,000",42.556708,-87.843003,332216,Saw Blade and Handtool Manufacturing ,333249,Other Industrial Machinery Manufacturing ,Restricted,Public,34239920,Mechanics' hand tools,35590301,Automotive maintenance equipment,"$531,100,435",Restricted,Restricted,"4,010",Snap-On Industrial,1920
"2000 15th NW, Arlington VA 22201",82-482-5459,Bae Systems Land Armaments Inc,40,38.89068,-77.0822583,336411,Aircraft Manufacturing ,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",Restricted,Private,37210000,Aircraft,37950000,Tanks and tank components,"$893,831,733",Restricted,Restricted,"7,700",,1994
"1828 L St NW Ste 1200, Washington DC 20036",62-695-0422,American Councils For Internat,425,38.9034664,-77.0428976,611710,Educational Support Services,,,Restricted,Private,82999915,Student exchange program,,,"$76,140,057",Restricted,Restricted,425,ACTR/ACCELS,1976
"750 Curtner Ave, San Jose CA 95125",09-853-2294,Second Harvest Food Bank,50,37.2918217,-121.877074,624210,Community Food Services ,,,Restricted,Private,83229901,Meal delivery program,,,"$127,621,858",Restricted,Restricted,120,Second Harvest Food Bank,1974
"1101 Greensboro Ave, Tuscaloosa AL 35401",03-413-0328,Peco Foods  Inc,25,33.2040214,-87.565481,112340,Poultry Hatcheries,112320,Broilers and Other Meat Type Chicken Production ,Restricted,Private,02549901,Chicken hatchery,02519901,"Broiling chickens, raising of","$976,669,370",Restricted,Restricted,"3,800",Peco,1937
"1460 N Renaissance Blvd N, Albuquerque NM 87107",18-515-2944,Dreamstyle Remodeling  Inc,67,35.1370042,-106.611125,238350,Finish Carpentry Contractors,238990,All Other Specialty Trade Contractors,Restricted,Private,17510202,Window and door (prefabricated) installation,17990600,"Home/office interiors finishing, furnishing and remodeling","$45,012,032",Restricted,Restricted,300,Four Seasons Sunrooms,2004
"20507 Nicholas Cir # 100, Elkhorn NE 68022",07-803-1010,Gottsch Feeding Corporation,7,,,112112,Cattle Feedlots ,,,Restricted,Private,02110000,Beef cattle feedlots,,,"$16,841,543",Restricted,Restricted,56,Gottsch Cattle Company,1952
"1015 W Saint Germain St # 420, Saint Cloud MN 56301",02-345-0345,PSC Custom LP,10,,,811118,Other Automotive Mechanical and Electrical Repair and Maintenance ,423110,Automobile and Other Motor Vehicle Merchant Wholesalers ,Restricted,Private,75399906,Trailer repair,50120205,"Trailers for trucks, new and used","$64,363,410",Restricted,Restricted,500,Polar Service Centers,2006
"1078 S Jefferson Ave, Lebanon MO 65536",13-942-7561,Isco Holding Company  Inc,210,37.671361,-92.651296,321920,Wood Container and Pallet Manufacturing,,,Restricted,Private,24490201,"Barrels: wood, coopered",,,"$280,681,689",Restricted,Restricted,"1,150",Independent Stave Company,1983
"233 S Wacker Dr Ste 4900, Chicago IL 60606",00-552-5159,Heidrick & Struggles Intl Inc,148,41.8788761,-87.635915,561312,Executive Search Services ,,,Restricted,Public,73610101,Executive placement,,,"$640,056,000",Restricted,Restricted,"1,635",Heidrick & Struggles,1953
"5910 Landerbrook Dr # 300, Mayfield Heights OH 44124",78-065-6492,Park Place Technologies  LLC,161,,,811212,Computer and Office Machine Repair and Maintenance ,,,Restricted,Private,73780000,Computer maintenance and repair,,,"$142,935,580",Restricted,Restricted,590,,1991
"1017 Central Pkwy N # 100, San Antonio TX 78232",80-142-6128,ISS Facility Services  Inc,163,,,561790,Other Services to Buildings and Dwellings ,,,Restricted,Private,76991700,Cleaning services,,,"$434,703,042",Restricted,Restricted,"4,000",,1999
"510 Walnut St Ste 400, Philadelphia PA 19106",04-878-1830,Sonepar Management Us  Inc,20,39.947521,-75.1502017,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,,Restricted,Private,50630206,"Electrical supplies, nec",,,"$4,330,783,495",Restricted,Restricted,"2,172",Sonepar USA,1998
"1 Old Alton Rd, Winona MO 65588",87-634-7097,South Central MO Comm Action,25,37.0037216,-91.3295625,926110,Administration of General Economic Programs ,,,Restricted,Private,96110404,"Administration of general economic programs, Local government",,,$0,Restricted,Restricted,170,,1965
"3400 Idaho Ave NW Ste 400, Washington DC 20016",04-320-0344,Holladay Corporation,300,38.9353946,-77.0739976,236116,New Multifamily Housing Construction (except For-Sale Builders) ,531210,Offices of Real Estate Agents and Brokers,Restricted,Private,15220101,Apartment building construction,65310200,Real estate managers,"$260,132,898",Restricted,Restricted,770,,1952
"521 Lake Kathy Dr, Brandon FL 33510",05-613-4406,Florida Coca-Cola Bottling Co,300,27.9474764,-82.319875,312111,Soft Drink Manufacturing ,,,Restricted,Public,20860000,Bottled and canned soft drinks,,,"$888,131,006",Restricted,Restricted,"4,000",Coca-Cola,1926
"475 N Williamson Blvd, Daytona Beach FL 32114",07-980-2132,Topbuild Corp,108,29.1965101,-81.0851716,238310,Drywall and Insulation Contractors ,238390,Other Building Finishing Contractors,Restricted,Public,17420203,"Insulation, buildings",17610101,Gutter and downspout contractor,"$1,906,266,000",Restricted,Restricted,"7,970",TOPBUILD,1929
"210 S Anderson St, Los Angeles CA 90033",78-961-9137,Califrnia Cstume Cllctions Inc,47,34.0455172,-118.2260729,315280,Other Cut and Sew Apparel Manufacturing ,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers ,Restricted,Private,23890300,Costumes,50920208,"Toys, nec","$39,335,352",Restricted,Restricted,300,California Costume Intl,1992
"365 Upland Dr, Tukwila WA 98188",17-667-3432,Safeworks  LLC,95,47.4467316,-122.2568203,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",333120,Construction Machinery Manufacturing,Restricted,Private,35360100,Hoists,35310000,Construction machinery,"$111,023,748",Restricted,Restricted,300,Spider,1997
"10 S Franklin Tpke, Ramsey NJ 07446",06-198-4266,Eastwick Education Inc,145,41.0579694,-74.1315659,611410,Business and Secretarial Schools ,611519,Other Technical and Trade Schools ,Restricted,Private,82449904,Secretarial school,82490300,Medical training services,"$15,169,308",Restricted,Restricted,145,Easwick College,1985
"176 N Industrial Blvd, Trenton GA 30752",61-573-3839,National Boiler Service  Inc,112,34.878971,-85.500134,332410,Power Boiler and Heat Exchanger Manufacturing,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",Restricted,Private,34430300,Boiler and boiler shop work,17110101,Boiler maintenance contractor,"$39,208,280",Restricted,Restricted,112,,1989
"2501 Old Hudson Rd, Maplewood MN 55144",02-049-8671,3M Interamerica Inc,439,44.951195,-93.0064531,424130,Industrial and Personal Service Paper Merchant Wholesalers ,423840,Industrial Supplies Merchant Wholesalers,Restricted,Public,51139907,Pressure sensitive tape,50850802,"Adhesives, tape and plasters","$808,368,870",Restricted,Restricted,600,3M,1970
"3575 Piedmont Rd Ne, Atlanta GA 30305",07-974-8480,Primesport Holdings Inc,2,33.8539985,-84.3789285,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",551112,Offices of Other Holding Companies ,Restricted,Private,79410202,"Sports field or stadium operator, promoting sports events",67199901,"Investment holding companies, except banks","$45,000,000",Restricted,Restricted,2,,2013
"1080 County Road F W, Shoreview MN 55126",80-657-8337,Purina Animal Nutrition LLC,10,45.0640087,-93.1462556,424910,Farm Supplies Merchant Wholesalers ,,,Restricted,Private,51910202,Feed,,,"$1,893,658,134",Restricted,Restricted,"2,310",Land Olakes Animal Milk Pdts,2000
"500 Totten Pond Rd Ste 1, Waltham MA 02451",00-101-7078,Stride Rite Corporation,400,42.3964732,-71.2591155,424340,Footwear Merchant Wholesalers ,448210,Shoe Stores ,Restricted,Public,51399902,"Footwear, athletic",56610000,Shoe stores,"$667,918,721",Restricted,Restricted,"3,100",Stride Rite,1919
"15834 S Avenue G, Somerton AZ 85350",07-899-7129,Growers Company  Inc,800,32.5987427,-114.7355695,115113,"Crop Harvesting, Primarily by Machine ",,,Restricted,Private,07220300,"Field crops, except cash grains, machine harvesting services",,,"$20,000,000",Restricted,Restricted,900,,1954
"1001 Klein Rd Ste 400, Plano TX 75074",12-982-1018,M+w Americas Inc,30,33.010725,-96.6699932,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,541310,Architectural Services,Restricted,Private,34339904,Solar heaters and collectors,87120000,Architectural services,"$299,281,022",Restricted,Restricted,920,,1990
"100 Crow Way, Hailey ID 83333",18-193-2948,Animal Shelter Wood River Vly,13,43.56661,-114.307824,812910,Pet Care (except Veterinary) Services ,,,Restricted,Private,07520204,"Shelters, animal",,,"$7,702,542",Restricted,Restricted,13,BARKIN BASEMENT,1972
"9600 Parkside Dr, Knoxville TN 37922",80-883-2422,Americas Cllctibles Netwrk Inc,"1,982",35.9116799,-84.1031012,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",,,Restricted,Private,50949903,Jewelry,,,"$221,893,053",Restricted,Restricted,"1,982",Acntv,1993
"1621 Galleria Blvd, Brentwood TN 37027",62-142-2708,Diverscare Healthcare Svcs Inc,69,35.9688152,-86.8104647,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,624190,Other Individual and Family Services ,Restricted,Public,80510000,Skilled nursing care facilities,83220400,Rehabilitation services,"$574,794,000",Restricted,Restricted,"6,300",,1994
"3 Great Valley Pkwy # 150, Malvern PA 19355",03-117-8695,Vishay Precision Group  Inc,61,,,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",Restricted,Public,36760000,Electronic resistors,38230200,"Pressure measurement instruments, industrial","$254,350,000",Restricted,Restricted,"2,100",VPG,2009
"US Route 22, Somerville NJ 08876",00-214-4145,Ethicon Inc,"2,500",40.5805884,-74.608873,339113,Surgical Appliance and Supplies Manufacturing ,,,Restricted,Public,38429923,"Sutures, absorbable and non-absorbable",,,"$1,387,493,077",Restricted,Restricted,"5,382",,1945
"26745 Malibu Hills Rd, Calabasas CA 91301",15-767-4896,Asgn Incorporated,148,34.1383518,-118.7062248,561320,Temporary Help Services,561311,Employment Placement Agencies ,Restricted,Public,73630000,Help supply services,73610000,Employment agencies,"$2,625,924,000",Restricted,Restricted,"3,800",,1985
"2707 Roosevelt Ave, Indianapolis IN 46218",00-981-8717,Santarossa Mosaic Tile Co Inc,200,39.7938895,-86.1176849,238340,Tile and Terrazzo Contractors,423220,Home Furnishing Merchant Wholesalers ,Restricted,Private,17439903,Terrazzo work,50230401,Carpets,"$28,769,594",Restricted,Restricted,200,,1924
"58 W 40th St FL 11, New York NY 10018",00-133-9134,Santee Print Works,15,40.7530225,-73.9844262,313310,Textile and Fabric Finishing Mills ,,,Restricted,Private,22610103,Screen printing of cotton broadwoven fabrics,,,"$56,347,645",Restricted,Restricted,500,,1949
"1100 SW Washington St, Peoria IL 61602",00-547-1594,Cast Technologies  Inc,141,40.6820489,-89.6008811,331524,Aluminum Foundries (except Die-Casting) ,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,Restricted,Private,33650200,Aluminum and aluminum-based alloy castings,33669901,"Brass foundry, nec","$34,982,625",Restricted,Restricted,141,,1887
"2795 E Cottonwood Pkwy # 400, Salt Lake City UT 84121",17-495-6102,Extra Space Management  Inc,8,,,531130,Lessors of Miniwarehouses and Self-Storage Units ,,,Restricted,Public,42259903,"Warehousing, self storage",,,"$191,026,759",Restricted,Restricted,279,Storage USA,1983
"7 Music Cir N, Nashville TN 37203",13-497-3218,SAE Institute of Technology,26,36.1504166,-86.7904487,611513,Apprenticeship Training ,,,Restricted,Private,82490102,Vocational apprentice training,,,"$2,474,677",Restricted,Restricted,26,,1999
"475 Springpark Pl 100, Herndon VA 20170",12-101-9462,Pccw Global  Inc,65,38.9624787,-77.3787962,517311,Wired Telecommunications Carriers ,,,Restricted,Private,48130201,Internet connectivity services,,,"$1,977,635,238",Restricted,Restricted,"16,200",,2002
"123 N Wacker Dr, Chicago IL 60606",96-887-1348,K+s Montana Holdings  LLC,9,41.8841281,-87.6364907,311942,Spice and Extract Manufacturing ,,,Restricted,Private,28999943,Salt,,,"$1,099,711,168",Restricted,Restricted,"2,910",,2009
"4141 N Scottsdale Rd, Scottsdale AZ 85251",02-479-2194,Benchmark Electronics  Inc,277,33.4956783,-111.9253276,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,334419,Other Electronic Component Manufacturing ,Restricted,Public,36720000,Printed circuit boards,36790100,Electronic circuits,"$2,466,811,000",Restricted,Restricted,"10,600",,1979
"520 Lake Cook Rd, Deerfield IL 60015",83-217-8177,Keystone Bakery Holdings  LLC,1,42.1561165,-87.8426199,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",311812,Commercial Bakeries ,Restricted,Private,20539904,"Doughnuts, frozen",20510000,"Bread, cake, and related products","$31,429,204",Restricted,Restricted,360,,2000
"7100 E Belleview Ave # 210, Greenwood Village CO 80111",83-872-5711,American Exteriors  LLC,165,,,238350,Finish Carpentry Contractors,238170,Siding Contractors ,Restricted,Private,17510202,Window and door (prefabricated) installation,17619904,Siding contractor,"$44,859,445",Restricted,Restricted,300,,1993
"13415 Reese Blvd W, Huntersville NC 28078",78-317-9021,Joe Gibbs Racing Inc,130,35.396436,-80.8653,711219,Other Spectator Sports ,,,Restricted,Private,79480103,Race car owners,,,"$18,498,957",Restricted,Restricted,130,,1991
"13129 Airpark Dr Ste 120, Elkwood VA 22718",06-488-2426,Communications Corp America,280,38.522362,-77.855908,541860,Direct Mail Advertising,323111,Commercial Printing (except Screen and Books) ,Restricted,Private,73319904,Mailing service,27520000,"Commercial printing, lithographic","$63,854,530",Restricted,Restricted,280,C C A,1971
"1200 E US Highway 169, Grand Rapids MN 55744",02-280-6475,L and M Supply  Inc,185,47.235972,-93.509201,444130,Hardware Stores ,452319,All Other General Merchandise Stores ,Restricted,Private,52510000,Hardware stores,53310000,Variety stores,"$129,534,154",Restricted,Restricted,450,True Value,1963
"870 Winter St, Waltham MA 02451",00-133-9159,Raytheon Company,450,42.4057975,-71.282688,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Restricted,Public,38120500,Defense systems and equipment,36639910,Space satellite communications equipment,"$25,348,000,000",Restricted,Restricted,"64,000",Raytheon,1922
"3100 McKinnon St Ste 120, Dallas TX 75201",95-727-9011,Hometeam Pest Defense  Inc,2,32.7979077,-96.8109015,561710,Exterminating and Pest Control Services,,,Restricted,Public,73420200,Pest control services,,,"$124,861,340",Restricted,Restricted,"1,400",Hometeam Environmental Svcs,1996
"900 County Road 1 N, Elkhart IN 46514",83-883-3069,Forest River  Inc,50,41.6892094,-86.0406933,441210,Recreational Vehicle Dealers ,336999,All Other Transportation Equipment Manufacturing ,Restricted,Public,55610000,Recreational vehicle dealers,37990200,Recreational vehicles,"$2,940,305,278",Restricted,Restricted,"6,000",Forest River,1995
"200 N Gary Ave Ste G, Roselle IL 60172",09-719-0763,Grohe America  Inc,66,41.9867879,-88.1236476,321999,All Other Miscellaneous Wood Product Manufacturing ,,,Restricted,Private,24991000,"Kitchen, bathroom, and household ware: wood",,,"$150,000,000",Restricted,Restricted,66,,1979
"21 3rd St N Ste 500, Great Falls MT 59401",88-429-0128,Gaelectric  LLC,11,47.506103,-111.302165,221115,Wind Electric Power Generation ,,,Restricted,Private,36219909,"Windmills, electric generating",,,"$1,013,204",Restricted,Restricted,14,,2007
"450 Century Park S, Birmingham AL 35226",96-989-1084,Cuba Timber Co  Inc,26,33.41633,-86.8100301,113110,Timber Tract Operations,,,Restricted,Private,08110000,Timber tracts,,,"$23,500,000",Restricted,Restricted,33,,1995
"236 S Broadway St, Orcutt CA 93455",07-228-8681,Den-Mat Corporation,500,34.8634571,-120.4469621,325611,Soap and Other Detergent Manufacturing ,339114,Dental Equipment and Supplies Manufacturing ,Restricted,Private,28440203,"Toothpastes or powders, dentifrices",38430200,Dental materials,"$78,465,150",Restricted,Restricted,700,,1972
"1507 Valley Rd, Coatesville PA 19320",09-815-6805,L F Lambert Spawn Co  Inc,70,39.9742639,-75.8496858,111411,Mushroom Production ,,,Restricted,Private,01820102,"Mushroom spawn, production of",,,"$13,497,971",Restricted,Restricted,70,Lambert Spawn,1918
"401 E Central Ave, Avis PA 17721",00-595-4664,Susquehanna Transit Company,107,41.1860937,-77.306326,485210,Interurban and Rural Bus Transportation,485410,School and Employee Bus Transportation,Restricted,Private,41319903,Interstate bus line,41510000,School buses,"$19,518,430",Restricted,Restricted,140,Susquehanna Trailways,1930
"2400 RES Blvd Ste 500, Rockville MD 20850",08-919-4211,National Elec Beneft Fund,131,39.1029645,-77.1875942,525110,Pension Funds ,,,Restricted,Private,63710101,Pension funds,,,"$184,017,740",Restricted,Restricted,160,Nebf,1946
"1 Bic Way Ste 1 # 1, Shelton CT 06484",12-869-4093,Bic USA Inc,200,,,339940,Office Supplies (except Paper) Manufacturing,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,Restricted,Private,39519901,Ball point pens and parts,28999910,Correction fluid,"$147,992,116",Restricted,Restricted,800,,1999
"114 S Silver Springs Rd, Cape Girardeau MO 63703",82-611-3722,Delta Companies Inc,370,37.3066555,-89.5680745,324121,Asphalt Paving Mixture and Block Manufacturing ,237310,"Highway, Street, and Bridge Construction ",Restricted,Private,29510000,Asphalt paving mixtures and blocks,16110204,Highway and street paving contractor,"$181,668,920",Restricted,Restricted,643,,1992
"1 Cummings Point Rd, Stamford CT 06902",00-166-1222,Conair Corporation,419,41.0295052,-73.554146,335210,Small Electrical Appliance Manufacturing,335220,Major Household Appliance Manufacturing ,Restricted,Private,36340000,Electric housewares and fans,36310000,Household cooking equipment,"$2,079,500,000",Restricted,Restricted,"3,619",Personal Care Appliances Div,1959
"4775 Lexington Rd, Winchester KY 40391",00-777-9416,East Kentucky Power Coop Inc,655,38.0217739,-84.2550416,221112,Fossil Fuel Electric Power Generation ,,,Restricted,Private,49119907,Fossil fuel electric power generation,,,"$904,974,625",Restricted,Restricted,655,EKP COOPERATIVE,1941
